-13.8,0.5
-13.8,0.50681
-13.8,0.51361
-13.8,0.52042
-13.8,0.52723
-13.8,0.53403
-13.8,0.54084
-13.8,0.54765
-13.8,0.55445
-13.8,0.56126
-13.8,0.56807
-13.8,0.57487
-13.8,0.58168
-13.8,0.58849
-13.8,0.5953
-13.8,0.6021
-13.8,0.60891
-13.8,0.61572
-13.8,0.62252
-13.8,0.62933
-13.8,0.63614
-13.8,0.64294
-13.8,0.64975
-13.8,0.65656
-13.8,0.66336
-13.8,0.67017
-13.8,0.67698
-13.8,0.68378
-13.8,0.69059
-13.8,0.6974
-13.8,0.7042
-13.8,0.71101
-13.8,0.71782
-13.8,0.72462
-13.8,0.73143
-13.8,0.73824
-13.8,0.74505
-13.8,0.75185
-13.8,0.75866
-13.8,0.76547
-13.8,0.77227
-13.8,0.77908
-13.8,0.78589
-13.8,0.79269
-13.8,0.7995
-13.8,0.80631
-13.8,0.81311
-13.8,0.81992
-13.8,0.82673
-13.8,0.83353
-13.8,0.84034
-13.8,0.84715
-13.8,0.85395
-13.8,0.86076
-13.8,0.86757
-13.8,0.87437
-13.8,0.88118
-13.8,0.88799
-13.8,0.89479
-13.8,0.9016
-13.8,0.90841
-13.8,0.91522
-13.8,0.92202
-13.8,0.92883
-13.8,0.93564
-13.8,0.94244
-13.8,0.94925
-13.8,0.95606
-13.8,0.96286
-13.8,0.96967
-13.8,0.97648
-13.8,0.98328
-13.8,0.99009
-13.8,0.9969
-13.8,1.0037
-13.8,1.0105
-13.8,1.0173
-13.8,1.0241
-13.8,1.0309
-13.8,1.0377
-13.8,1.0445
-13.8,1.0514
-13.8,1.0582
-13.8,1.065
-13.8,1.0718
-13.8,1.0786
-13.8,1.0854
-13.8,1.0922
-13.8,1.099
-13.8,1.1058
-13.8,1.1126
-13.8,1.1194
-13.8,1.1262
-13.8,1.133
-13.8,1.1398
-13.8,1.1466
-13.8,1.1535
-13.8,1.1603
-13.8,1.1671
-13.8,1.1739
-13.8,1.1807
-13.8,1.1875
-13.8,1.1943
-13.8,1.2011
-13.8,1.2079
-13.8,1.2147
-13.8,1.2215
-13.8,1.2283
-13.8,1.2351
-13.8,1.2419
-13.8,1.2487
-13.8,1.2556
-13.8,1.2624
-13.8,1.2692
-13.8,1.276
-13.8,1.2828
-13.8,1.2896
-13.8,1.2964
-13.8,1.3032
-13.8,1.31
-13.8,1.3168
-13.8,1.3236
